truckingcompanyid,productid,distanceinmiles,fuelcost,linehaulcost,source,destination
7278,5,2141.04,5.58,104.42,Raleigh,Denver
3357,5,1557.12,4.25,146.47,Portland,San Jose
2223,13,2724.96,5.03,124.49,New Orleans,El Paso
7852,8,389.28,4.57,2070.18,Long Beach,Colorado Springs
3288,21,1459.8,5.5,76.82,Miami,Las Vegas
6591,10,97.32,5.12,2115.09,San Francisco,Charlotte
6944,9,583.92,5.08,3319.66,Charlotte,Dallas
4437,1,1459.8,5.93,289.18,Indianapolis,Los Angeles
5612,20,1167.84,6.11,411.02,New Orleans,Kansas City
9343,2,3600.84,6.17,64.09,Philadelphia,Long Beach
2700,4,1654.44,3.96,662.53,Detroit,Raleigh
5441,4,875.88,5.85,130.33,Milwaukee,Omaha
1637,24,1362.48,7.43,513.2,Houston,Seattle
4505,18,97.32,4.46,3875.67,Milwaukee,Albuquerque
9110,24,3503.52,5.83,278.55,Jacksonville,Tampa
4521,22,681.24,5.54,845.68,Minneapolis,Colorado Springs
9319,10,1265.16,4.07,455.83,Albuquerque,Oakland
3958,9,1265.16,4.5,86.62,New Orleans,Atlanta
4406,23,3503.52,6.62,242.58,Miami,Philadelphia
9686,8,1070.52,5.67,61.01,Portland,Atlanta
4959,21,1557.12,6.81,500.06,Memphis,Virginia Beach
1549,14,3600.84,5.21,34.81,Minneapolis,Dallas
6365,7,973.2,5.79,3613.91,San Francisco,Portland
7011,5,4476.72,5.35,319.27,Houston,New Orleans
5505,14,1654.44,4.36,469.26,Columbus,Milwaukee
4495,3,1459.8,4.51,551.71,New Orleans,Mesa
5177,24,1751.76,6.4,121.24,Albuquerque,Columbus
1643,1,973.2,4.33,326.56,Dallas,Denver
3873,24,1070.52,5.66,249.25,Washington,Dallas
8682,10,681.24,6.86,761.46,Washington,Las Vegas
2190,23,97.32,5.46,4517.25,Milwaukee,Baltimore
6258,23,1070.52,5.36,557.03,Tucson,Virginia Beach
8014,23,2238.36,5.09,188.7,Boston,Virginia Beach
4842,15,778.56,5.22,622.27,Memphis,Washington
5721,18,973.2,6.05,873.75,Atlanta,Tulsa
9306,12,97.32,6.48,1663.74,Boston,El Paso
7805,7,1070.52,7.02,179.77,Oklahoma City,Sacramento
3064,22,1362.48,4.74,747.82,Kansas City,Detroit
3456,2,3406.2,6.83,121.41,Virginia Beach,Dallas
7601,6,97.32,6.5,14963.27,Oakland,Virginia Beach
1625,18,389.28,4.7,944.53,Detroit,Memphis
5756,3,1362.48,4.97,162.42,San Francisco,Los Angeles
2100,18,291.96,4.56,2558.42,Louisville,Portland
2905,20,2433,4.4,26.9,Memphis,Chicago
6601,10,3990.12,5.04,67.83,Philadelphia,Tulsa
9094,23,2919.6,5.62,81.64,Washington,New Orleans
5609,2,2141.04,2.15,60.83,Phoenix,Las Vegas
3456,7,1946.4,4.94,695.84,Portland,Minneapolis
4465,8,1849.08,7.84,242.68,San Jose,Louisville
8397,5,2043.72,5.19,249.6,Minneapolis,Oklahoma City
2345,6,1070.52,5.26,726.16,San Jose,Boston
2342,23,3698.16,5.62,147.46,Oakland,San Antonio
2639,1,681.24,6.3,919.11,San Jose,Chicago
7468,24,389.28,6.42,2077.73,Miami,Kansas City
4785,10,583.92,5.24,1238,Houston,San Jose
4449,7,3406.2,4.53,211.09,San Antonio,Miami
2479,9,1070.52,3.85,254.13,Phoenix,San Francisco
9073,21,1070.52,5.63,468.92,Indianapolis,Memphis
3675,9,4087.44,5.85,280.25,Los Angeles,Virginia Beach
6647,18,1459.8,5.55,187.03,Mesa,Washington
2517,20,875.88,4.85,644.63,Nashville,Columbus
6870,24,486.6,3.63,199.94,Portland,Milwaukee
2450,3,1946.4,5.03,567.45,Kansas City,Seattle
5549,9,1751.76,4.81,669.99,Los Angeles,Washington
8551,11,3016.92,4.73,71.73,Omaha,Dallas
6283,18,2724.96,5.12,117.31,Charlotte,Long Beach
6484,17,3600.84,3.78,36.29,Los Angeles,Colorado Springs
3831,18,1459.8,5.22,167.99,Milwaukee,Minneapolis
2234,21,3016.92,6.36,378.46,Charlotte,Minneapolis
1637,1,875.88,6.69,757.97,San Diego,Indianapolis
9346,20,1751.76,4.66,77.06,Los Angeles,Washington
6854,1,291.96,2.88,1744.73,Fort Worth,San Jose
8544,5,4184.76,5.45,95.24,Tulsa,Houston
9484,3,486.6,5.44,640.68,Baltimore,Oklahoma City
9416,24,2919.6,5.46,87.23,Tucson,Chicago
7393,24,2530.32,4.76,43.5,San Francisco,Miami
6949,21,2919.6,6.67,280.62,Philadelphia,Sacramento
2842,20,973.2,3.95,838.02,Jacksonville,Los Angeles
8722,7,1946.4,4.61,43.22,Detroit,Virginia Beach
9434,3,2433,5.38,127.04,Oklahoma City,New Orleans
3737,10,1946.4,5.34,601.48,San Antonio,Las Vegas
3248,10,291.96,3.81,1781.01,San Antonio,Houston
5219,22,875.88,5.19,82.13,Memphis,Atlanta
9035,21,194.64,5.98,630.53,Minneapolis,Virginia Beach
9600,17,486.6,6.22,1441.45,San Antonio,Jacksonville
8781,24,1849.08,5.23,774.49,Oklahoma City,Philadelphia
1874,17,2141.04,4.27,177.59,Mesa,Fort Worth
2416,8,2433,5.78,594.29,Arlington,Detroit
4569,2,1849.08,4.8,386.34,San Antonio,Portland
8866,21,291.96,5.4,1159.67,Columbus,Austin
8293,12,2627.64,4.41,507.73,Omaha,Fort Worth
6326,5,2530.32,4.84,259.08,Columbus,Omaha
2307,16,681.24,5.67,1945.26,Denver,Jacksonville
7882,16,778.56,5.64,72.05,Sacramento,Virginia Beach
5089,2,1362.48,3.79,415.35,Milwaukee,Oakland
9608,7,2141.04,4.11,64.16,Los Angeles,Detroit
7979,4,681.24,4.2,73.08,Louisville,Sacramento
6327,5,973.2,5.79,564.99,Fort Worth,Chicago
4728,5,291.96,5.72,1504.42,Virginia Beach,Tulsa
7615,3,681.24,6.63,296.29,Minneapolis,Colorado Springs
2291,5,2141.04,4.94,323.88,Oakland,Nashville
4486,21,1849.08,6.44,228.03,Philadelphia,Oklahoma City
4581,5,1070.52,6.64,222.78,Oakland,Fresno
1191,14,1946.4,4.54,385.09,San Francisco,Sacramento
3024,16,1459.8,5.32,430.12,Boston,Sacramento
6971,21,1265.16,5.18,802.87,San Francisco,Louisville
6143,6,2335.68,6.55,58.97,Omaha,San Francisco
2281,17,1557.12,4.81,47.37,Fresno,New Orleans
1922,10,1265.16,5.58,128.37,El Paso,Mesa
2749,24,2822.28,6.55,75.22,Oakland,San Francisco
6435,7,97.32,6.24,16145.75,Baltimore,Louisville
2202,11,3016.92,6.84,179.09,Los Angeles,Tucson
5969,12,1265.16,4.35,253.39,Phoenix,Seattle
8569,24,97.32,7.34,1945.9,Nashville,Detroit
4139,21,2043.72,4.78,784.63,Fort Worth,Fresno
8791,19,389.28,4.17,2258.24,Tucson,Atlanta
9249,4,194.64,5.06,1880.94,San Jose,San Diego
8519,14,291.96,5.18,810.28,Miami,Colorado Springs
9870,12,1946.4,4.79,636,New Orleans,Baltimore
1553,18,389.28,3.17,1920.77,Austin,Charlotte
3727,9,3114.24,5.26,299.42,Tulsa,Charlotte
3129,24,1946.4,6.33,678.5,San Antonio,Las Vegas
2296,13,1167.84,5.43,351.81,Houston,San Francisco
7664,23,291.96,5.55,392.67,Denver,San Francisco
9275,17,583.92,5.53,820.65,Louisville,Nashville
2687,10,1654.44,5.02,550.64,Louisville,Minneapolis
3168,21,2238.36,6.05,219.14,Dallas,Albuquerque
8336,9,875.88,6.13,662.42,Oklahoma City,San Francisco
7150,7,1654.44,3.97,222.46,Oklahoma City,Miami
5694,2,3406.2,4.58,324.36,Minneapolis,Austin
8922,15,1459.8,4.18,128.18,Long Beach,Memphis
5722,16,291.96,5.42,1340.65,Philadelphia,Chicago
4281,8,97.32,6.61,16994.38,Tampa,Arlington
7811,24,97.32,6.03,4723.64,Mesa,Fresno
9194,10,1946.4,6.06,342.23,Tulsa,Las Vegas
1291,4,1459.8,3.81,51.55,Fresno,Denver
7904,20,2530.32,5.17,114.64,Sacramento,San Jose
2967,20,1070.52,4.8,1111.55,Los Angeles,Fort Worth
5113,9,389.28,4.91,451.65,Portland,Baltimore
7886,14,875.88,5.3,672.83,Colorado Springs,Baltimore
4196,20,2919.6,5.8,51.39,Dallas,Colorado Springs
3037,6,1557.12,5.48,100.54,Louisville,Oakland
7386,8,583.92,5.47,684.82,Raleigh,Mesa
7323,15,194.64,5.97,7883.83,San Jose,Jacksonville
6734,22,194.64,5.89,568.71,Austin,Fort Worth
3234,14,1654.44,4.1,169.46,Denver,Los Angeles
5084,10,4282.08,6.47,98.08,Philadelphia,New Orleans
1676,20,973.2,5.62,273.34,Fresno,Virginia Beach
9735,21,875.88,5.03,613.38,Seattle,Dallas
6436,19,3406.2,4.29,142.3,New Orleans,Charlotte
5684,21,2433,5.75,228.06,Philadelphia,Milwaukee
3696,6,2919.6,4.78,583.76,Columbus,Virginia Beach
1501,7,4282.08,4.83,91.76,Los Angeles,Minneapolis
2122,21,1849.08,3.49,378.46,Kansas City,Denver
7689,21,1265.16,4.95,499.49,Mesa,El Paso
4785,20,973.2,6.72,385.18,Miami,Albuquerque
5219,9,1654.44,4.44,58.42,Memphis,Austin
6757,10,1070.52,7.26,636.4,Louisville,Seattle
6309,15,3114.24,6.02,206.52,Indianapolis,Arlington
1466,11,291.96,5.94,455.94,Kansas City,Raleigh
4617,19,2433,4.65,148.29,Seattle,Long Beach
1025,8,1265.16,4.12,295.83,Memphis,Raleigh
3417,20,2043.72,4.91,72.75,Denver,Omaha
9280,11,2335.68,5.34,619.75,Memphis,Houston
1394,12,4087.44,6.28,94.18,New Orleans,San Diego
8015,1,681.24,5.63,514.62,Detroit,Indianapolis
4671,7,973.2,6.67,192.58,Charlotte,Phoenix
3450,5,1362.48,6.04,354.42,Charlotte,Louisville
4505,5,3211.56,5.5,189.95,Charlotte,Tampa
7352,7,973.2,5.99,304.04,Milwaukee,Raleigh
6649,15,3016.92,5.4,68.28,Atlanta,Philadelphia
6264,14,1654.44,4.68,109.84,Atlanta,Washington
2691,21,2141.04,4.35,131.05,Mesa,Fort Worth
2827,12,583.92,6.48,1939.4,Oklahoma City,Denver
2584,1,3503.52,6.91,273.75,San Diego,Virginia Beach
6174,6,583.92,4.67,1467.24,Portland,Washington
7269,13,3114.24,5.96,252.82,Indianapolis,Arlington
9923,17,2335.68,6.03,38.68,Austin,Mesa
3867,20,583.92,6.17,2113.01,Baltimore,Detroit
1740,13,194.64,6.33,763,Albuquerque,Baltimore
7303,16,3016.92,5.13,274.7,Tampa,Indianapolis
6390,22,681.24,5.17,1377.5,Baltimore,Atlanta
9733,24,778.56,6.37,1081.62,Long Beach,Mesa
7115,19,875.88,8.34,317.18,Denver,San Jose
6285,18,1167.84,5.52,659.74,Sacramento,Tampa
6498,7,875.88,4.71,728.49,Columbus,Nashville
5223,24,2919.6,3.74,180.46,Tucson,Chicago
7176,13,3406.2,2.62,39.25,Colorado Springs,Houston
6018,21,291.96,4.54,4872.98,Washington,Indianapolis
6745,21,1946.4,4.94,891.41,Phoenix,Oklahoma City
2267,11,2335.68,7.32,623.93,Baltimore,Philadelphia
4849,16,3892.8,3.77,301.48,Virginia Beach,Houston
9302,7,973.2,4.19,1390.83,Boston,Austin
9852,2,1459.8,5.43,399.41,San Jose,Oklahoma City
4854,8,3308.88,5.98,170.58,Minneapolis,Jacksonville
3521,24,3503.52,6.27,100.18,Tulsa,Austin
9515,18,681.24,5.54,434.33,Miami,Arlington
6445,14,3308.88,6.08,172.53,Arlington,Charlotte
8424,22,583.92,5.71,1251.51,Colorado Springs,Oakland
7918,1,1070.52,6.18,696.01,Denver,Baltimore
6217,18,681.24,5.52,824.77,Seattle,Austin
4278,20,1751.76,5.12,106.25,Kansas City,Washington
8758,14,389.28,5.93,981.29,Colorado Springs,Mesa
6195,11,2141.04,5.74,171.94,Detroit,Los Angeles
1429,13,1557.12,5.95,195.31,Arlington,Tucson
3450,11,2627.64,5.34,470.02,Houston,Milwaukee
8854,8,2043.72,3.83,456.86,Boston,Miami
5993,9,778.56,6.63,537.79,Oklahoma City,Indianapolis
1954,23,2919.6,5.33,132.28,Mesa,Phoenix
6779,19,194.64,5.65,1881.45,San Diego,Philadelphia
2421,11,2919.6,6.06,153.23,Tulsa,Indianapolis
9811,12,583.92,5.99,1177.14,Tulsa,Raleigh
8366,21,4087.44,3.94,37.96,Tampa,Philadelphia
6818,16,1654.44,4.24,321.13,Charlotte,Albuquerque
9638,20,778.56,5.72,661.93,Miami,New Orleans
9923,7,875.88,4.92,175.55,Oakland,Sacramento
3404,2,2627.64,5.83,556.12,Sacramento,Dallas
9359,20,389.28,6.38,1684.74,Columbus,San Jose
3863,20,1946.4,5.14,978.84,Oklahoma City,Oakland
2661,8,4282.08,4.28,265.99,Tulsa,Chicago
6992,14,1070.52,6.94,653.37,Phoenix,San Francisco
4970,10,4087.44,4.06,38.96,Tampa,Philadelphia
2100,11,1557.12,6.54,136.61,Nashville,Colorado Springs
1855,11,3795.48,5.09,142.37,Dallas,Tampa
5381,14,1654.44,4,329.92,Indianapolis,Fresno
4378,9,2627.64,5.88,98.85,Tucson,Philadelphia
1144,18,1265.16,5.66,368.69,Long Beach,Baltimore
6220,5,583.92,5.35,839.5,Atlanta,Long Beach
6906,5,2141.04,5.28,697.97,Tampa,Portland
1118,1,778.56,9.36,467.99,Jacksonville,Houston
4390,17,3795.48,4.75,174.66,Raleigh,Los Angeles
7327,21,2335.68,5.51,68.3,Los Angeles,Portland
2354,21,1265.16,5.91,191.34,Memphis,Charlotte
3740,1,681.24,6.03,499.26,Jacksonville,Phoenix
8537,14,3406.2,4.93,52.28,Fort Worth,Tampa
5438,4,2238.36,7.21,301.32,San Antonio,Baltimore
4810,15,291.96,5.5,1576.25,Oakland,Tampa
2888,12,2530.32,6.43,69.87,Tucson,San Antonio
7654,10,3308.88,6.18,217.11,Atlanta,Chicago
7895,4,486.6,5.36,956.3,Portland,Milwaukee
4486,19,486.6,6.57,219.26,Fresno,Louisville
9482,16,2822.28,5.84,239.6,Columbus,Long Beach
8461,18,291.96,5.7,3966.22,Oklahoma City,Memphis
3380,21,2141.04,6.03,484,Albuquerque,San Jose
4796,4,1265.16,6.37,171.35,Milwaukee,Seattle
8041,23,194.64,6.54,1359.14,Tampa,New Orleans
7146,2,681.24,7.46,870.57,Detroit,Indianapolis
1184,16,1362.48,5.69,59.97,Omaha,Portland
1808,18,97.32,5.6,18427.67,Tulsa,Tampa
9957,9,1751.76,7.05,258.05,Oklahoma City,Long Beach
2861,12,486.6,4.35,327.93,Milwaukee,Portland
3848,18,1265.16,6.72,330.28,Baltimore,Long Beach
1885,13,3600.84,6.81,323.7,Long Beach,Philadelphia
1985,10,1459.8,4.74,80.64,Mesa,Washington
9451,23,389.28,4.9,198.7,San Antonio,Austin
4626,6,389.28,6.04,1241.6,Miami,Kansas City
5588,6,2043.72,4.27,107.18,Los Angeles,Nashville
3858,19,875.88,5.56,540.27,Columbus,Phoenix
9454,8,389.28,5.64,285.23,Tucson,Atlanta
7520,20,2530.32,6.33,105.06,Baltimore,Houston
6411,22,3016.92,5.5,217.62,Philadelphia,Atlanta
9866,13,1654.44,5.96,200.77,Kansas City,Boston
4331,21,1849.08,4.62,143.1,Indianapolis,Sacramento
5147,9,2724.96,6.23,204.28,Philadelphia,Fresno
2620,16,583.92,4.76,390.87,Raleigh,Tulsa
5567,14,486.6,6.02,229.54,Jacksonville,San Antonio
1716,11,1265.16,6.31,837.56,Mesa,El Paso
3700,22,1459.8,6.64,183.78,Tampa,Tucson
4779,2,3308.88,7.11,271.98,San Francisco,New Orleans
2546,17,1167.84,5.38,47.34,Baltimore,Miami
8422,11,1167.84,6.01,610.04,Colorado Springs,Las Vegas
9674,14,2238.36,5.25,312.57,San Antonio,Baltimore
2455,24,389.28,6.18,1057.09,San Jose,Philadelphia
8016,1,291.96,6.81,478.53,Phoenix,Los Angeles
6707,5,2919.6,5.41,121.52,Los Angeles,Albuquerque
3925,8,2043.72,4.48,157.48,Long Beach,El Paso
7444,2,875.88,5.34,221.4,Houston,Fort Worth
5952,6,3600.84,4.99,47.73,Houston,Raleigh
8670,11,1654.44,4.27,108.36,Louisville,Minneapolis
2090,21,486.6,5.97,976.72,Virginia Beach,Colorado Springs
5201,22,2822.28,5.26,240.28,Philadelphia,Mesa
4216,2,3795.48,3.79,255.27,Oakland,Philadelphia
8209,8,3698.16,6.69,417.63,Austin,Arlington
9127,19,3308.88,4.99,104.48,San Jose,Virginia Beach
9732,23,194.64,4.81,5261.72,San Diego,Philadelphia
5248,17,681.24,6.08,1070.85,Milwaukee,Kansas City
1471,8,973.2,6.42,291.33,Washington,Baltimore
3490,8,2822.28,5.65,170.7,Washington,Arlington
6249,8,486.6,4.92,632.6,Philadelphia,Austin
6015,24,1459.8,5.86,221.39,Albuquerque,Tulsa
2619,19,2627.64,4.91,211.87,San Diego,Mesa
4252,19,3600.84,7.11,202.1,Minneapolis,Dallas
1540,16,2919.6,5.21,182.61,Denver,Arlington
4323,6,875.88,5.15,996.46,Jacksonville,Boston
4047,7,1557.12,5.58,498.88,Phoenix,Boston
5375,17,1070.52,6.52,220.58,Fort Worth,Detroit
1894,11,1459.8,5.72,583.07,Las Vegas,Miami
1939,4,1557.12,5.54,298.63,Colorado Springs,Nashville
4977,17,1070.52,3.95,997.09,Colorado Springs,New Orleans
2877,14,1265.16,6.05,553.42,Minneapolis,Tucson
6234,2,3308.88,5.29,40.88,Los Angeles,Sacramento
6133,7,291.96,4.37,2216.78,Phoenix,Los Angeles
3043,23,778.56,4.18,1717.99,Sacramento,Virginia Beach
8066,9,3990.12,4.9,112.95,Phoenix,Minneapolis
4665,8,1751.76,6.62,71.24,Austin,Louisville
9648,8,3406.2,5.98,218.53,Phoenix,Omaha
1836,16,1265.16,5.49,275.33,Nashville,San Jose
5409,20,486.6,3.88,756.82,Sacramento,Raleigh
5173,3,3892.8,5.26,161.07,Oakland,Phoenix
1844,11,778.56,4.5,2023.9,Tampa,Omaha
1394,4,3211.56,5.07,62.3,Phoenix,Kansas City
4989,17,1557.12,4.75,972.31,Miami,Portland
1898,17,1070.52,4.09,138.41,Mesa,Minneapolis
1609,17,3211.56,5.83,345.23,Dallas,Miami
7185,11,1265.16,5.42,678.79,Charlotte,Los Angeles
7275,1,2919.6,3.97,89.14,Columbus,Virginia Beach
6372,8,291.96,5.62,2187.28,Colorado Springs,Sacramento
9775,20,291.96,6,4507.53,Minneapolis,Arlington
5192,3,3698.16,5.73,101.29,Raleigh,Chicago
1081,21,291.96,4.67,1516.47,Sacramento,Colorado Springs
7156,15,583.92,5.84,177.29,San Antonio,Fort Worth
8856,23,97.32,4.84,1858.85,Charlotte,Columbus
5581,4,3211.56,6.45,50.43,Tampa,Charlotte
4175,21,973.2,4.85,275.92,Atlanta,Las Vegas
2774,20,1654.44,5.6,597.77,Dallas,Portland
9267,17,194.64,6.53,1208.49,Miami,Virginia Beach
1149,20,3211.56,5.52,118.7,New Orleans,Indianapolis
8137,14,875.88,7.45,119.23,Albuquerque,Raleigh
4476,2,1751.76,5.33,398.63,Phoenix,Nashville
3527,12,1654.44,6.68,268.66,Mesa,Seattle
1098,9,4671.36,4.31,119.23,Los Angeles,New Orleans
8345,10,2724.96,6.83,57.84,Tulsa,Denver
5837,15,1849.08,4.4,775.86,Portland,Oakland
2144,13,486.6,4.67,2076.01,Houston,Dallas
2795,1,97.32,5.54,8749.07,Philadelphia,Phoenix
4262,10,1362.48,3.86,668.01,Fresno,Tampa
8189,4,1167.84,6.69,471.91,El Paso,San Jose
1791,9,1557.12,6.29,538.18,Boston,Atlanta
1079,11,1070.52,5.7,359.83,Mesa,Detroit
7225,13,1849.08,5.09,562.13,Chicago,El Paso
2009,14,291.96,6.27,538.18,San Jose,San Antonio
2529,3,2724.96,4.47,61.34,Baltimore,Los Angeles
4398,6,2627.64,4.47,175.56,Kansas City,Austin
6870,6,973.2,4.52,1097.4,Detroit,Fresno
6762,14,97.32,5.65,5821.34,Fresno,Mesa
5629,21,1070.52,6.36,150.45,Oakland,Fresno
7486,17,2335.68,4.43,252.75,Baltimore,Philadelphia
2760,19,1070.52,5.1,1414.69,Las Vegas,Kansas City
3253,10,1557.12,6.15,1129.05,Dallas,Oklahoma City
5988,13,1654.44,6.19,315.72,Milwaukee,Tampa
6899,4,97.32,6.18,9723.54,San Diego,San Antonio
7363,5,681.24,5.72,2661.39,Washington,Fort Worth
8428,1,486.6,3.61,894.25,San Antonio,Jacksonville
3886,12,2335.68,5.53,106.39,Memphis,Houston
4269,5,389.28,6.01,1467.36,El Paso,Seattle
3157,4,778.56,5.75,119.19,Miami,New Orleans
1354,19,389.28,4.33,2461.25,Detroit,Memphis
1190,2,2433,4.47,97.4,Kansas City,Fort Worth
8185,6,2433,6.21,41.93,Omaha,Charlotte
6278,17,1070.52,4.58,567.39,Kansas City,Arlington
5193,5,2043.72,3.77,159.24,Memphis,San Antonio
9467,20,1362.48,5.51,427.88,Louisville,Charlotte
2501,5,2530.32,4.93,56.57,Kansas City,Jacksonville
6711,11,1167.84,6.63,137.28,San Jose,El Paso
7545,21,2919.6,6.52,284.62,San Diego,Kansas City
6777,8,1654.44,4.96,111.52,Portland,Long Beach
6829,18,2724.96,4.78,69.04,Sacramento,San Diego
7717,23,583.92,7.62,428.99,Portland,Washington
7943,7,778.56,5.58,52.25,Miami,Fresno
2877,4,3406.2,4.68,144.78,Los Angeles,Atlanta
6816,4,486.6,5.64,997.37,Detroit,Denver
9399,20,2433,5.21,128.85,Detroit,Arlington
7414,17,2724.96,5.92,246.19,Dallas,Atlanta
5754,23,1459.8,5.82,428.71,Columbus,Louisville
4488,4,2141.04,7.14,312.48,Houston,Portland
5243,13,3308.88,5.05,607.48,New Orleans,San Francisco
4984,22,3600.84,5.14,109.92,Tampa,Austin
4954,2,681.24,6.62,187.64,Philadelphia,Fort Worth
5814,12,2919.6,5.11,33.52,Arlington,Denver
1513,20,583.92,4.69,1220.96,Phoenix,Austin
2946,14,2433,5.61,395.51,Louisville,Houston
2617,17,194.64,5.67,1245.77,Sacramento,Kansas City
5156,14,1070.52,4.17,755.11,Albuquerque,Boston
3201,2,3114.24,5.19,113.94,San Jose,Miami
9986,18,2141.04,5.55,164.26,Mesa,Fort Worth
7986,15,97.32,5.44,1820.7,Las Vegas,Portland
2504,5,3990.12,6.8,551.19,Minneapolis,Phoenix
7903,17,3211.56,4.07,177.68,San Antonio,Omaha
6505,18,1265.16,4.76,745.63,Charlotte,Memphis
4477,5,1849.08,3.91,112.79,Austin,Baltimore
5557,5,389.28,4.99,2317.32,Virginia Beach,Omaha
2900,9,1070.52,5.99,43.95,Minneapolis,Mesa
3426,4,97.32,6,4009.69,San Antonio,Philadelphia
8434,23,2335.68,6.44,68.51,Virginia Beach,Washington
6185,17,486.6,4.62,233.16,Atlanta,Miami
1524,19,486.6,5.66,325.17,Nashville,Memphis
5635,16,2822.28,5.63,143.39,San Francisco,Oakland
2749,1,2433,5.73,194.02,Raleigh,San Francisco
2627,1,3698.16,5.77,58.37,San Diego,Minneapolis
4873,12,3990.12,4.35,49.45,Chicago,Virginia Beach
4543,19,681.24,4.04,1965.97,Omaha,Tulsa
8615,20,3795.48,5.96,135.86,Los Angeles,Raleigh
8767,8,291.96,5.78,2349,El Paso,Oklahoma City
3691,19,2433,6.29,47.56,Indianapolis,Miami
2336,7,1751.76,6,148.61,Omaha,El Paso
2062,4,1946.4,4.99,82.64,Arlington,Louisville
7936,12,1265.16,4.53,233.77,Tucson,Washington
4030,9,1265.16,5.43,134.05,Tucson,Minneapolis
1512,18,2530.32,6.04,321.27,Houston,Baltimore
2735,4,875.88,6.75,755.9,Sacramento,Las Vegas
5877,20,2433,5.38,386.73,Houston,Louisville
4054,13,1849.08,3.38,650.62,Portland,San Antonio
8274,16,1751.76,4.55,297.07,Kansas City,Washington
4357,17,3892.8,6.49,99.04,San Jose,New Orleans
2698,14,2530.32,6.32,219.11,Colorado Springs,Fort Worth
3977,21,1654.44,7.5,504.9,Washington,Chicago
9547,21,291.96,6.07,967.7,Long Beach,Omaha
8985,20,2433,5.38,107.39,Tampa,Nashville
2760,19,1849.08,7.13,184.47,Long Beach,Detroit
3336,22,1167.84,5.21,245.3,Columbus,Portland
5632,8,4476.72,7.4,83.8,Tampa,Los Angeles
3518,5,2141.04,4.39,78.6,San Antonio,Louisville
2356,1,778.56,6.72,357.39,Austin,Denver
4558,5,583.92,5.89,739.32,Jacksonville,Seattle
9259,4,194.64,6.67,6486.31,Jacksonville,San Jose
5090,9,291.96,3.87,283.44,Tucson,Sacramento
9100,18,1265.16,4.35,585.57,Indianapolis,Baltimore
3723,22,2238.36,4.76,186.51,Philadelphia,Louisville
3974,11,1557.12,5.97,669.87,Arlington,Tucson
3843,16,2627.64,3.85,341.04,Colorado Springs,Jacksonville
2307,21,1849.08,5.22,68.24,Virginia Beach,Oklahoma City
4947,24,2238.36,5.66,329.44,San Antonio,Baltimore
5525,12,1654.44,5.01,251.72,Albuquerque,Arlington
8918,10,194.64,5.12,3412.01,Columbus,Jacksonville
4383,2,778.56,6.49,269.39,Las Vegas,Mesa
9258,7,291.96,4.91,1238.22,San Antonio,Houston
1776,17,1265.16,5.75,327.08,Austin,Detroit
2244,24,2433,6.89,632.95,Austin,Sacramento
5614,19,3795.48,5.43,266.57,Dallas,Tampa
6607,2,486.6,5.66,369.37,Austin,Philadelphia
9384,1,875.88,6.2,455.74,Louisville,Kansas City
9706,17,486.6,5.73,1279.33,San Jose,Phoenix
3953,6,681.24,6.3,873.68,Albuquerque,Oklahoma City
2158,5,4184.76,4.92,61.11,Los Angeles,Oakland
5794,14,3892.8,7.87,217.33,Philadelphia,Minneapolis
3746,9,1362.48,5,172.22,Atlanta,Nashville
8850,1,1070.52,6.91,305.96,Sacramento,Oklahoma City
5257,11,194.64,5.57,1132.06,Tampa,Minneapolis
6283,3,3503.52,4.48,570.78,Austin,Tulsa
6448,20,2724.96,6.17,273.92,Dallas,Atlanta
1366,7,3698.16,3.01,9.76,Houston,Miami
8649,24,973.2,5.02,597.29,Louisville,Colorado Springs
9161,9,3503.52,5.55,127.3,San Antonio,Long Beach
8163,10,3503.52,7.12,388.3,Columbus,New Orleans
2609,18,291.96,5.5,3232.83,Long Beach,Minneapolis
3480,16,2141.04,4.47,168.5,Portland,Houston
7514,15,3016.92,4.81,229.35,San Antonio,Kansas City
5361,11,2141.04,4.85,30.23,Oakland,Nashville
3770,16,2822.28,5.54,323.68,San Francisco,Oakland
6837,12,2043.72,5.83,113.99,San Jose,Milwaukee
9363,5,1459.8,4.97,426.98,Oakland,Baltimore
2484,9,875.88,5.57,642.77,Columbus,Nashville
3655,24,486.6,5.24,988.19,San Antonio,Los Angeles
1810,12,1459.8,6.3,295.85,Omaha,Oklahoma City
9756,18,973.2,5.31,315.77,Arlington,Colorado Springs
5453,11,875.88,6.98,417.09,Boston,Jacksonville
1960,12,875.88,6.63,168.16,Baltimore,Colorado Springs
5024,23,3600.84,3.73,158.7,New Orleans,Fort Worth
5018,3,3990.12,4.73,129.82,Phoenix,Minneapolis
2380,21,2822.28,5.34,180.57,Virginia Beach,Charlotte
6983,9,583.92,6.94,782.96,Long Beach,Arlington
9699,4,583.92,5.95,277.57,Baltimore,Detroit
4600,24,3406.2,3.92,46.41,Chicago,Kansas City
2400,23,2141.04,4.54,637.51,Boston,Long Beach
3815,19,1946.4,5.71,233.57,Denver,Colorado Springs
4469,5,194.64,7.42,2258.03,Jacksonville,San Jose
5797,11,2822.28,6.43,141.21,Seattle,Tulsa
5441,13,2043.72,5.45,658.89,El Paso,Long Beach
1981,7,1362.48,5.26,141.22,Louisville,Charlotte
